# SPDX-FileCopyrightText: 2026 Anton Lem <antonlem78@gmail.com>
# SPDX-License-Identifier: Apache-2.0
# JMH version: 1.37
# VM version: JDK 21.0.8, OpenJDK 64-Bit Server VM, 21.0.8+9-LTS
# VM invoker: C:\Program Files\Microsoft\jdk-21.0.8.9-hotspot\bin\java.exe
# VM options: -Xms1g -Xmx1g -XX:+UseG1GC -Dfile.encoding=UTF-8 -Duser.language=en -Duser.country=US -Duser.timezone=UTC -Dprinter.lab.corpus=W:\JHarmonizer\core\printer-lab\target\measurement-0f6aa72d\candidate-run\corpus
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize
# Parameters: (workload = fixtures)

# Run progress: 0.00% complete, ETA 00:03:00
# Fork: 1 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 2105.450 ops/s
# Warmup Iteration   2: 3862.074 ops/s
# Warmup Iteration   3: 10109.771 ops/s
# Warmup Iteration   4: 14147.031 ops/s
# Warmup Iteration   5: 12438.592 ops/s
Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.Compressed Class Space.used":
  4411.500 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (4307.578, 4357.329, 4411.500), stdev = 43.394
  CI (99.9%): [4411.500, 4411.500] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Eden Space.used":
  627712.000 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (627712.000, 627712.000, 627712.000), stdev = 0.001
  CI (99.9%): [627712.000, 627712.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Old Gen.used":
  26356.148 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (25571.609, 26001.388, 26356.148), stdev = 316.681
  CI (99.9%): [26356.148, 26356.148] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Survivor Space.used":
  530.969 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (446.836, 496.259, 530.969), stdev = 26.154
  CI (99.9%): [530.969, 530.969] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.Metaspace.used":
  33957.492 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (33683.758, 33831.948, 33957.492), stdev = 101.980
  CI (99.9%): [33957.492, 33957.492] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.total.codeheap.used":
  15495.500 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (14943.500, 15260.125, 15495.500), stdev = 189.470
  CI (99.9%): [15495.500, 15495.500] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.total.used":
  708108.438 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (707286.531, 707659.048, 708108.438), stdev = 241.368
  CI (99.9%): [708108.438, 708108.438] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.8, OpenJDK 64-Bit Server VM, 21.0.8+9-LTS
# VM invoker: C:\Program Files\Microsoft\jdk-21.0.8.9-hotspot\bin\java.exe
# VM options: -Xms1g -Xmx1g -XX:+UseG1GC -Dfile.encoding=UTF-8 -Duser.language=en -Duser.country=US -Duser.timezone=UTC -Dprinter.lab.corpus=W:\JHarmonizer\core\printer-lab\target\measurement-0f6aa72d\candidate-run\corpus
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize
# Parameters: (workload = nested128)

# Run progress: 75.00% complete, ETA 00:01:29
# Fork: 1 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 1392.812 ops/s
# Warmup Iteration   2: 2358.591 ops/s
# Warmup Iteration   3: 2419.593 ops/s
# Warmup Iteration   4: 2134.744 ops/s
# Warmup Iteration   5: 2300.140 ops/s
Iteration   1: 2521.075 ops/s
                 gc.alloc.rate:                                 2982.905 MB/sec
                 gc.alloc.rate.norm:                            1243103.017 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       24.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1549.375 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3174.250 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10870.625 KiB
                 mempool.Compressed Class Space.used:           4447.438 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       21491.852 KiB
                 mempool.G1 Survivor Space.used:                351.219 KiB
                 mempool.Metaspace.used:                        34428.289 KiB
                 mempool.total.codeheap.used:                   15594.250 KiB
                 mempool.total.used:                            704025.047 KiB

Iteration   2: 2445.695 ops/s
                 gc.alloc.rate:                                 2883.235 MB/sec
                 gc.alloc.rate.norm:                            1243103.372 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       24.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1571.000 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3182.875 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10907.750 KiB
                 mempool.Compressed Class Space.used:           4448.500 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       21510.047 KiB
                 mempool.G1 Survivor Space.used:                373.141 KiB
                 mempool.Metaspace.used:                        34443.570 KiB
                 mempool.total.codeheap.used:                   15661.625 KiB
                 mempool.total.used:                            704148.883 KiB

Iteration   3: 2519.201 ops/s
                 gc.alloc.rate:                                 2973.323 MB/sec
                 gc.alloc.rate.norm:                            1243103.077 B/op
                 gc.count:                                      11.000 counts
                 gc.time:                                       26.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1549.375 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3183.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10924.250 KiB
                 mempool.Compressed Class Space.used:           4448.500 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       21526.172 KiB
                 mempool.G1 Survivor Space.used:                340.516 KiB
                 mempool.Metaspace.used:                        34448.461 KiB
                 mempool.total.codeheap.used:                   15657.375 KiB
                 mempool.total.used:                            704133.023 KiB

Iteration   4: 2358.963 ops/s
                 gc.alloc.rate:                                 2806.628 MB/sec
                 gc.alloc.rate.norm:                            1243103.433 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1549.375 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3184.500 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10936.500 KiB
                 mempool.Compressed Class Space.used:           4448.500 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       21530.203 KiB
                 mempool.G1 Survivor Space.used:                364.078 KiB
                 mempool.Metaspace.used:                        34451.797 KiB
                 mempool.total.codeheap.used:                   15670.375 KiB
                 mempool.total.used:                            704176.953 KiB

Iteration   5: 2496.323 ops/s
                 gc.alloc.rate:                                 2858.153 MB/sec
                 gc.alloc.rate.norm:                            1271655.671 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       24.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1586.875 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3205.625 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10969.375 KiB
                 mempool.Compressed Class Space.used:           4449.008 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       21536.250 KiB
                 mempool.G1 Survivor Space.used:                372.063 KiB
                 mempool.Metaspace.used:                        34461.086 KiB
                 mempool.total.codeheap.used:                   15761.875 KiB
                 mempool.total.used:                            704292.281 KiB


# Run progress: 83.33% complete, ETA 00:00:58
# Fork: 2 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 1241.571 ops/s
# Warmup Iteration   2: 2368.851 ops/s
# Warmup Iteration   3: 2477.137 ops/s
# Warmup Iteration   4: 2303.527 ops/s
# Warmup Iteration   5: 1842.066 ops/s
Iteration   1: 2258.829 ops/s
                 gc.alloc.rate:                                 2666.080 MB/sec
                 gc.alloc.rate.norm:                            1243103.713 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1548.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3225.500 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     11000.750 KiB
                 mempool.Compressed Class Space.used:           4441.984 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23519.922 KiB
                 mempool.G1 Survivor Space.used:                352.719 KiB
                 mempool.Metaspace.used:                        34530.742 KiB
                 mempool.total.codeheap.used:                   15774.375 KiB
                 mempool.total.used:                            706331.742 KiB

Iteration   2: 2295.691 ops/s
                 gc.alloc.rate:                                 2716.009 MB/sec
                 gc.alloc.rate.norm:                            1243103.637 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1563.000 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3232.125 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     11034.375 KiB
                 mempool.Compressed Class Space.used:           4443.047 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23545.609 KiB
                 mempool.G1 Survivor Space.used:                334.938 KiB
                 mempool.Metaspace.used:                        34544.000 KiB
                 mempool.total.codeheap.used:                   15829.500 KiB
                 mempool.total.used:                            706409.094 KiB

Iteration   3: 2220.927 ops/s
                 gc.alloc.rate:                                 2624.554 MB/sec
                 gc.alloc.rate.norm:                            1243104.037 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1565.000 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3235.125 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     11047.375 KiB
                 mempool.Compressed Class Space.used:           4443.047 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23561.453 KiB
                 mempool.G1 Survivor Space.used:                331.563 KiB
                 mempool.Metaspace.used:                        34548.453 KiB
                 mempool.total.codeheap.used:                   15847.500 KiB
                 mempool.total.used:                            706444.016 KiB

Iteration   4: 2184.117 ops/s
                 gc.alloc.rate:                                 2585.005 MB/sec
                 gc.alloc.rate.norm:                            1243104.070 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1561.875 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3236.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     11070.750 KiB
                 mempool.Compressed Class Space.used:           4443.047 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23565.484 KiB
                 mempool.G1 Survivor Space.used:                362.016 KiB
                 mempool.Metaspace.used:                        34557.430 KiB
                 mempool.total.codeheap.used:                   15869.375 KiB
                 mempool.total.used:                            706509.352 KiB

Iteration   5: 2179.442 ops/s
                 gc.alloc.rate:                                 2454.830 MB/sec
                 gc.alloc.rate.norm:                            1275828.135 B/op
                 gc.count:                                      8.000 counts
                 gc.time:                                       17.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1572.750 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3263.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     11104.000 KiB
                 mempool.Compressed Class Space.used:           4443.555 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23571.531 KiB
                 mempool.G1 Survivor Space.used:                343.109 KiB
                 mempool.Metaspace.used:                        34567.609 KiB
                 mempool.total.codeheap.used:                   15940.500 KiB
                 mempool.total.used:                            706578.305 KiB


# Run progress: 91.67% complete, ETA 00:00:29
# Fork: 3 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 1228.823 ops/s
# Warmup Iteration   2: 1582.169 ops/s
# Warmup Iteration   3: 2014.229 ops/s
# Warmup Iteration   4: 1776.713 ops/s
# Warmup Iteration   5: 2239.519 ops/s
Iteration   1: 2078.822 ops/s
                 gc.alloc.rate:                                 2457.333 MB/sec
                 gc.alloc.rate.norm:                            1243104.604 B/op
                 gc.count:                                      8.000 counts
                 gc.time:                                       18.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1561.000 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3372.375 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10927.125 KiB
                 mempool.Compressed Class Space.used:           4402.281 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23018.914 KiB
                 mempool.G1 Survivor Space.used:                386.766 KiB
                 mempool.Metaspace.used:                        34418.773 KiB
                 mempool.total.codeheap.used:                   15860.500 KiB
                 mempool.total.used:                            705799.234 KiB

Iteration   2: 2167.757 ops/s
                 gc.alloc.rate:                                 2560.975 MB/sec
                 gc.alloc.rate.norm:                            1243104.213 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1547.250 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3377.125 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10957.125 KiB
                 mempool.Compressed Class Space.used:           4403.344 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23032.508 KiB
                 mempool.G1 Survivor Space.used:                342.531 KiB
                 mempool.Metaspace.used:                        34429.406 KiB
                 mempool.total.codeheap.used:                   15881.500 KiB
                 mempool.total.used:                            705801.289 KiB

Iteration   3: 2148.793 ops/s
                 gc.alloc.rate:                                 2536.213 MB/sec
                 gc.alloc.rate.norm:                            1243104.072 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       23.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1562.000 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3379.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10973.625 KiB
                 mempool.Compressed Class Space.used:           4403.344 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23048.008 KiB
                 mempool.G1 Survivor Space.used:                394.563 KiB
                 mempool.Metaspace.used:                        34439.789 KiB
                 mempool.total.codeheap.used:                   15915.375 KiB
                 mempool.total.used:                            705913.078 KiB

Iteration   4: 2099.988 ops/s
                 gc.alloc.rate:                                 2488.484 MB/sec
                 gc.alloc.rate.norm:                            1243104.423 B/op
                 gc.count:                                      8.000 counts
                 gc.time:                                       19.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1561.375 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3381.500 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10997.875 KiB
                 mempool.Compressed Class Space.used:           4403.344 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23052.039 KiB
                 mempool.G1 Survivor Space.used:                363.109 KiB
                 mempool.Metaspace.used:                        34449.234 KiB
                 mempool.total.codeheap.used:                   15940.750 KiB
                 mempool.total.used:                            705920.477 KiB

Iteration   5: 2314.821 ops/s
                 gc.alloc.rate:                                 2658.110 MB/sec
                 gc.alloc.rate.norm:                            1273561.054 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       20.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1563.750 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3399.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     11046.250 KiB
                 mempool.Compressed Class Space.used:           4403.852 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       23060.102 KiB
                 mempool.G1 Survivor Space.used:                375.109 KiB
                 mempool.Metaspace.used:                        34461.484 KiB
                 mempool.total.codeheap.used:                   16009.750 KiB
                 mempool.total.used:                            706022.297 KiB



Result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize":
  2286.030 ±(99.9%) 162.299 ops/s [Average]
  (min, avg, max) = (2078.822, 2286.030, 2521.075), stdev = 151.814
  CI (99.9%): [2123.731, 2448.328] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.alloc.rate":
  2683.456 ±(99.9%) 192.210 MB/sec [Average]
  (min, avg, max) = (2454.830, 2683.456, 2982.905), stdev = 179.793
  CI (99.9%): [2491.246, 2875.665] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.alloc.rate.norm":
  1249219.368 ±(99.9%) 13561.046 B/op [Average]
  (min, avg, max) = (1243103.017, 1249219.368, 1275828.135), stdev = 12685.011
  CI (99.9%): [1235658.322, 1262780.415] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.count":
  138.000 ±(99.9%) 0.001 counts [Sum]
  (min, avg, max) = (8.000, 9.200, 11.000), stdev = 0.862
  CI (99.9%): [138.000, 138.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.time":
  325.000 ±(99.9%) 0.001 ms [Sum]
  (min, avg, max) = (17.000, 21.667, 26.000), stdev = 2.440
  CI (99.9%): [325.000, 325.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used":
  1586.875 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (1547.250, 1560.808, 1586.875), stdev = 11.009
  CI (99.9%): [1586.875, 1586.875] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used":
  3399.750 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (3174.250, 3268.983, 3399.750), stdev = 86.471
  CI (99.9%): [3399.750, 3399.750] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'profiled nmethods'.used":
  11104.000 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (10870.625, 10984.517, 11104.000), stdev = 66.331
  CI (99.9%): [11104.000, 11104.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.Compressed Class Space.used":
  4449.008 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (4402.281, 4431.519, 4449.008), stdev = 20.838
  CI (99.9%): [4449.008, 4449.008] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Eden Space.used":
  627712.000 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (627712.000, 627712.000, 627712.000), stdev = 0.001
  CI (99.9%): [627712.000, 627712.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Old Gen.used":
  23571.531 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (21491.852, 22704.673, 23571.531), stdev = 894.465
  CI (99.9%): [23571.531, 23571.531] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Survivor Space.used":
  394.563 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (331.563, 359.163, 394.563), stdev = 18.925
  CI (99.9%): [394.563, 394.563] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.Metaspace.used":
  34567.609 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (34418.773, 34478.675, 34567.609), stdev = 53.695
  CI (99.9%): [34567.609, 34567.609] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.total.codeheap.used":
  16009.750 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (15594.250, 15814.308, 16009.750), stdev = 123.278
  CI (99.9%): [16009.750, 16009.750] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.total.used":
  706578.305 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (704025.047, 705500.338, 706578.305), stdev = 1016.653
  CI (99.9%): [706578.305, 706578.305] (assumes normal distribution)


# Run complete. Total time: 00:05:51

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                                                                 (workload)   Mode  Cnt        Score       Error   Units
PrinterBenchmark.serialize                                                  fixtures  thrpt   15    11873.051 ±  1298.930   ops/s
PrinterBenchmark.serialize:gc.alloc.rate                                    fixtures  thrpt   15     1991.143 ±   213.446  MB/sec
PrinterBenchmark.serialize:gc.alloc.rate.norm                               fixtures  thrpt   15   177979.621 ±   769.698    B/op
PrinterBenchmark.serialize:gc.count                                         fixtures  thrpt   15      104.000              counts
PrinterBenchmark.serialize:gc.time                                          fixtures  thrpt   15      305.000                  ms
PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used             fixtures  thrpt   15     1606.375                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used    fixtures  thrpt   15     3938.875                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'profiled nmethods'.used        fixtures  thrpt   15    12426.750                 KiB
PrinterBenchmark.serialize:mempool.Compressed Class Space.used              fixtures  thrpt   15     5231.664                 KiB
PrinterBenchmark.serialize:mempool.G1 Eden Space.used                       fixtures  thrpt   15   627712.000                 KiB
PrinterBenchmark.serialize:mempool.G1 Old Gen.used                          fixtures  thrpt   15    21535.625                 KiB
PrinterBenchmark.serialize:mempool.G1 Survivor Space.used                   fixtures  thrpt   15    12865.156                 KiB
PrinterBenchmark.serialize:mempool.Metaspace.used                           fixtures  thrpt   15    38083.516                 KiB
PrinterBenchmark.serialize:mempool.total.codeheap.used                      fixtures  thrpt   15    17936.250                 KiB
PrinterBenchmark.serialize:mempool.total.used                               fixtures  thrpt   15   721268.219                 KiB
PrinterBenchmark.serialize                                                   flat128  thrpt   15    27923.374 ±  1909.833   ops/s
PrinterBenchmark.serialize:gc.alloc.rate                                     flat128  thrpt   15     3081.411 ±   215.328  MB/sec
PrinterBenchmark.serialize:gc.alloc.rate.norm                                flat128  thrpt   15   116384.702 ±    95.098    B/op
PrinterBenchmark.serialize:gc.count                                          flat128  thrpt   15      158.000              counts
PrinterBenchmark.serialize:gc.time                                           flat128  thrpt   15      347.000                  ms
PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used              flat128  thrpt   15     1575.875                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used     flat128  thrpt   15     2977.750                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'profiled nmethods'.used         flat128  thrpt   15     8686.625                 KiB
PrinterBenchmark.serialize:mempool.Compressed Class Space.used               flat128  thrpt   15     4498.813                 KiB
PrinterBenchmark.serialize:mempool.G1 Eden Space.used                        flat128  thrpt   15   627712.000                 KiB
PrinterBenchmark.serialize:mempool.G1 Old Gen.used                           flat128  thrpt   15    17787.883                 KiB
PrinterBenchmark.serialize:mempool.G1 Survivor Space.used                    flat128  thrpt   15      279.875                 KiB
PrinterBenchmark.serialize:mempool.Metaspace.used                            flat128  thrpt   15    34057.969                 KiB
PrinterBenchmark.serialize:mempool.total.codeheap.used                       flat128  thrpt   15    13229.125                 KiB
PrinterBenchmark.serialize:mempool.total.used                                flat128  thrpt   15   697201.539                 KiB
PrinterBenchmark.serialize                                                  flat1024  thrpt   15     2940.858 ±   709.165   ops/s
PrinterBenchmark.serialize:gc.alloc.rate                                    flat1024  thrpt   15     2558.169 ±   628.220  MB/sec
PrinterBenchmark.serialize:gc.alloc.rate.norm                               flat1024  thrpt   15   923839.653 ±  8542.993    B/op
PrinterBenchmark.serialize:gc.count                                         flat1024  thrpt   15      133.000              counts
PrinterBenchmark.serialize:gc.time                                          flat1024  thrpt   15      338.000                  ms
PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used             flat1024  thrpt   15     1587.750                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used    flat1024  thrpt   15     3957.750                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'profiled nmethods'.used        flat1024  thrpt   15    10246.000                 KiB
PrinterBenchmark.serialize:mempool.Compressed Class Space.used              flat1024  thrpt   15     4411.500                 KiB
PrinterBenchmark.serialize:mempool.G1 Eden Space.used                       flat1024  thrpt   15   627712.000                 KiB
PrinterBenchmark.serialize:mempool.G1 Old Gen.used                          flat1024  thrpt   15    26356.148                 KiB
PrinterBenchmark.serialize:mempool.G1 Survivor Space.used                   flat1024  thrpt   15      530.969                 KiB
PrinterBenchmark.serialize:mempool.Metaspace.used                           flat1024  thrpt   15    33957.492                 KiB
PrinterBenchmark.serialize:mempool.total.codeheap.used                      flat1024  thrpt   15    15495.500                 KiB
PrinterBenchmark.serialize:mempool.total.used                               flat1024  thrpt   15   708108.438                 KiB
PrinterBenchmark.serialize                                                 nested128  thrpt   15     2286.030 ±   162.299   ops/s
PrinterBenchmark.serialize:gc.alloc.rate                                   nested128  thrpt   15     2683.456 ±   192.210  MB/sec
PrinterBenchmark.serialize:gc.alloc.rate.norm                              nested128  thrpt   15  1249219.368 ± 13561.046    B/op
PrinterBenchmark.serialize:gc.count                                        nested128  thrpt   15      138.000              counts
PrinterBenchmark.serialize:gc.time                                         nested128  thrpt   15      325.000                  ms
PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used            nested128  thrpt   15     1586.875                 KiB
PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used   nested128  thrpt   15     3399.750                 KiB
